,Unnamed: 0,entire_prompt,prompt,label,max_sim_score,zero_shot_prompts
222,222,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not get a massage. What would have happened if he had gotten a massage?
A. The man would have managed his body.
B. The man would not have managed his body.
C. That is not possible.
Answer:",What would have happened if he had gotten a massage?,A,tensor(0.4335),"A man does not get a massage. What would have happened if he had gotten a massage?
A. The man would have managed his body.
B. The man would not have managed his body.
C. That is not possible.
Answer:"
223,223,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not get a good night's sleep. What would have happened if he had gotten a good night's sleep?
A. The man would have felt tired in the morning.
B. That is not possible.
C. The man would have had better health in the morning.
Answer:",What would have happened if he had gotten a good night's sleep?,C,tensor(0.5516),"A man does not get a good night's sleep. What would have happened if he had gotten a good night's sleep?
A. The man would have felt tired in the morning.
B. That is not possible.
C. The man would have had better health in the morning.
Answer:"
224,224,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not get a call for an interview. What would have happened if he had gotten a call for an interview?
A. The man would have started preparing.
B. That is not possible.
C. The man would not have started preparing.
Answer:",What would have happened if he had gotten a call for an interview?,A,tensor(0.4828),"A man does not get a call for an interview. What would have happened if he had gotten a call for an interview?
A. The man would have started preparing.
B. That is not possible.
C. The man would not have started preparing.
Answer:"
225,225,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not get very nervous. What would have happened if he had gotten very nervous?
A. That is not possible.
B. The man would not have passed out.
C. The man would have passed out.
Answer:",What would have happened if he had gotten very nervous?,C,tensor(0.5380),"A man does not get very nervous. What would have happened if he had gotten very nervous?
A. That is not possible.
B. The man would not have passed out.
C. The man would have passed out.
Answer:"
226,226,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not give a good appearance. What would have happened if he had given a good appearance?
A. The man would not have been admired.
B. The man would have been admired.
C. That is not possible.
Answer:",What would have happened if he had given a good appearance?,B,tensor(0.4378),"A man does not give a good appearance. What would have happened if he had given a good appearance?
A. The man would not have been admired.
B. The man would have been admired.
C. That is not possible.
Answer:"
227,227,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not give a woman trouble. What would have happened if he had given her trouble?
A. The man would not have caused a problem.
B. The man would have caused a problem.
C. That is not possible.
Answer:",What would have happened if he had given her trouble?,B,tensor(0.4953),"A man does not give a woman trouble. What would have happened if he had given her trouble?
A. The man would not have caused a problem.
B. The man would have caused a problem.
C. That is not possible.
Answer:"
228,228,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not hear a sound. What would have happened if he had heard a sound?
A. The man would have followed the flow.
B. That is not possible.
C. The man would not have followed the flow.
Answer:",What would have happened if he had heard a sound?,A,tensor(0.5556),"A man does not hear a sound. What would have happened if he had heard a sound?
A. The man would have followed the flow.
B. That is not possible.
C. The man would not have followed the flow.
Answer:"
229,229,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not head back to the hotel. What would have happened if he had headed back to the hotel?
A. That is not possible.
B. The man would not have taken a rest.
C. The man would have taken a rest.
Answer:",What would have happened if he had headed back to the hotel?,C,tensor(0.5385),"A man does not head back to the hotel. What would have happened if he had headed back to the hotel?
A. That is not possible.
B. The man would not have taken a rest.
C. The man would have taken a rest.
Answer:"
230,230,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not call a tow truck. What would have happened if he had called a tow truck?
A. He would have gotten his car to a mechanic.
B. That is not possible.
C. He would not have gotten his car to a mechanic.
Answer:",What would have happened if he had called a tow truck?,A,tensor(0.5373),"A man does not call a tow truck. What would have happened if he had called a tow truck?
A. He would have gotten his car to a mechanic.
B. That is not possible.
C. He would not have gotten his car to a mechanic.
Answer:"
231,231,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man loses ten pounds. What would have happened if he had not lost ten pounds?
A. The man would not have fit in his old clothes.
B. That is not possible.
C. The man would have fit in his old clothes.
Answer:",What would have happened if he had not lost ten pounds?,C,tensor(0.4765),"A man loses ten pounds. What would have happened if he had not lost ten pounds?
A. The man would not have fit in his old clothes.
B. That is not possible.
C. The man would have fit in his old clothes.
Answer:"
232,232,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not help his team. What would happen if he had helped his team?
A. That is not possible.
B. The man would have been appreciated.
C. The man would not have been appreciated.
Answer:",What would happen if he had helped his team?,B,tensor(0.4497),"A man does not help his team. What would happen if he had helped his team?
A. That is not possible.
B. The man would have been appreciated.
C. The man would not have been appreciated.
Answer:"
233,233,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not throw a ball with his hand. What would happen if he had thrown the ball with his hand?
A. His hand would not have rotated.
B. That is not possible.
C. His hand would have rotated.
Answer:",What would happen if he had thrown the ball with his hand?,C,tensor(0.5403),"A man does not throw a ball with his hand. What would happen if he had thrown the ball with his hand?
A. His hand would not have rotated.
B. That is not possible.
C. His hand would have rotated.
Answer:"
234,234,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not hit something. What would have happened if he had hit something?
A. The man would have continued driving.
B. The man would have stopped driving.
C. That is not possible.
Answer:",What would have happened if he had hit something?,B,tensor(0.5470),"A man does not hit something. What would have happened if he had hit something?
A. The man would have continued driving.
B. The man would have stopped driving.
C. That is not possible.
Answer:"
235,235,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not hurt his girlfriend's knee. What would have happened if he had hurt her knee?
A. The man would have gotten in trouble.
B. The man would not have gotten in trouble.
C. That is not possible.
Answer:",What would have happened if he had hurt her knee?,A,tensor(0.4785),"A man does not hurt his girlfriend's knee. What would have happened if he had hurt her knee?
A. The man would have gotten in trouble.
B. The man would not have gotten in trouble.
C. That is not possible.
Answer:"
236,236,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not immediately start. What would have happened if she had immediately started?
A. That is not possible.
B. The woman would not have gone fast.
C. The woman would have gone fast.
Answer:",What would have happened if she had immediately started?,C,tensor(0.5148),"A woman does not immediately start. What would have happened if she had immediately started?
A. That is not possible.
B. The woman would not have gone fast.
C. The woman would have gone fast.
Answer:"
237,237,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not increase his own capacity. What would have happened if she had increased his own capacity?
A. That is not possible.
B. The woman would not have felt accomplished.
C. The woman would have felt accomplished.
Answer:",What would have happened if she had increased his own capacity?,C,tensor(0.5027),"A woman does not increase his own capacity. What would have happened if she had increased his own capacity?
A. That is not possible.
B. The woman would not have felt accomplished.
C. The woman would have felt accomplished.
Answer:"
238,238,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman is not allergic to bees. What would have happened if she was allergic to bees?
A. That is not possible.
B. The woman would be aware of bees and would take the appropriate safety precautions.
C. The woman would care about bees nor take safety precautions.
Answer:",What would have happened if she was allergic to bees?,B,tensor(0.5265),"A woman is not allergic to bees. What would have happened if she was allergic to bees?
A. That is not possible.
B. The woman would be aware of bees and would take the appropriate safety precautions.
C. The woman would care about bees nor take safety precautions.
Answer:"
239,239,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not feel lonely. What would have happened if she had felt lonely?
A. That is not possible.
B. The woman would have become happy.
C. The woman would have become sad.
Answer:",What would have happened if she had felt lonely?,C,tensor(0.5568),"A woman does not feel lonely. What would have happened if she had felt lonely?
A. That is not possible.
B. The woman would have become happy.
C. The woman would have become sad.
Answer:"
240,240,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman is loud and annoying. What would have happened if she had been quieter?
A. Being around her would have been pleasant.
B. Being around her would have been unpleasant.
C. That is not possible.
Answer:",What would have happened if she had been quieter?,A,tensor(0.4915),"A woman is loud and annoying. What would have happened if she had been quieter?
A. Being around her would have been pleasant.
B. Being around her would have been unpleasant.
C. That is not possible.
Answer:"
241,241,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman is not moving to a new town. What would have happened if she had moved to a new town?
A. The woman would not have needed a new place to stay.
B. The woman would have needed a new place to stay.
C. That is not possible.
Answer:",What would have happened if she had moved to a new town?,B,tensor(0.6439),"A woman is not moving to a new town. What would have happened if she had moved to a new town?
A. The woman would not have needed a new place to stay.
B. The woman would have needed a new place to stay.
C. That is not possible.
Answer:"
242,242,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not play football with his friends. What would have happened if she had played football with his friends?
A. The woman would have felt so happy after playing football with her friends.
B. The woman would not have felt so happy after playing football with her friends.
C. That is not possible.
Answer:",What would have happened if she had played football with his friends?,A,tensor(0.4310),"A woman does not play football with his friends. What would have happened if she had played football with his friends?
A. The woman would have felt so happy after playing football with her friends.
B. The woman would not have felt so happy after playing football with her friends.
C. That is not possible.
Answer:"
243,243,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man does not flirt with a woman. What would have happened if he had flirted with her?
A. That is not possible.
B. The man would not have asked the woman on a date.
C. The man would have asked the woman on a date.
Answer:",What would have happened if he had flirted with her?,C,tensor(0.3984),"A man does not flirt with a woman. What would have happened if he had flirted with her?
A. That is not possible.
B. The man would not have asked the woman on a date.
C. The man would have asked the woman on a date.
Answer:"
244,244,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman is not soaking wet. What would have happened if she had been soaking wet?
A. That is not possible.
B. The woman would have been cold.
C. The woman would not have been cold.
Answer:",What would have happened if she had been soaking wet?,B,tensor(0.5299),"A woman is not soaking wet. What would have happened if she had been soaking wet?
A. That is not possible.
B. The woman would have been cold.
C. The woman would not have been cold.
Answer:"
245,245,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not walk to work. What would have happened if she had walked to work?
A. The woman would not have got exercise.
B. The woman would have got exercise.
C. That is not possible.
Answer:",What would have happened if she had walked to work?,B,tensor(0.4465),"A woman does not walk to work. What would have happened if she had walked to work?
A. The woman would not have got exercise.
B. The woman would have got exercise.
C. That is not possible.
Answer:"
246,246,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not join a book club. What would have happened if she had joined a book club?
A. That is not possible.
B. The woman would not have read new books.
C. The woman would have read new books.
Answer:",What would have happened if she had joined a book club?,C,tensor(0.5312),"A woman does not join a book club. What would have happened if she had joined a book club?
A. That is not possible.
B. The woman would not have read new books.
C. The woman would have read new books.
Answer:"
247,247,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not learn karate. What would have happened if she had learned karate?
A. The woman would have become a better fighter.
B. That is not possible.
C. The woman would not have become a better fighter.
Answer:",What would have happened if she had learned karate?,A,tensor(0.4213),"A woman does not learn karate. What would have happened if she had learned karate?
A. The woman would have become a better fighter.
B. That is not possible.
C. The woman would not have become a better fighter.
Answer:"
248,248,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not leave for work. What would have happened if she had left for work?
A. That is not possible.
B. The woman would have lost money.
C. The woman would have made money.
Answer:",What would have happened if she had left for work?,C,tensor(0.5713),"A woman does not leave for work. What would have happened if she had left for work?
A. That is not possible.
B. The woman would have lost money.
C. The woman would have made money.
Answer:"
249,249,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A man lets his friends eat his food. What would have happened if he had not let his friends eat his food?
A. That is not possible.
B. The friendship of the man and his friends would have deteriorated.
C. The friendship of the man and his friends would have improved.
Answer:",What would have happened if he had not let his friends eat his food?,B,tensor(0.4656),"A man lets his friends eat his food. What would have happened if he had not let his friends eat his food?
A. That is not possible.
B. The friendship of the man and his friends would have deteriorated.
C. The friendship of the man and his friends would have improved.
Answer:"
250,250,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman likes cats. What would have happened if she had not liked cats?
A. The woman would have gotten a cat.
B. The woman would have gotten a pony.
C. The woman would have gotten a dog.
Answer:",What would have happened if she had not liked cats?,C,tensor(0.5736),"A woman likes cats. What would have happened if she had not liked cats?
A. The woman would have gotten a cat.
B. The woman would have gotten a pony.
C. The woman would have gotten a dog.
Answer:"
251,251,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not like a particular idea. What would have happened if she had become interested in that idea?
A. The woman would have become enthusiastic.
B. That is not possible.
C. The woman would not have become enthusiastic.
Answer:",What would have happened if she had become interested in that idea?,A,tensor(0.5257),"A woman does not like a particular idea. What would have happened if she had become interested in that idea?
A. The woman would have become enthusiastic.
B. That is not possible.
C. The woman would not have become enthusiastic.
Answer:"
252,252,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not make a full recovery. What would have happened if she had made a full recovery?
A. The woman would not have regained her strengths.
B. That is not possible.
C. The woman would have regained her strengths.
Answer:",What would have happened if she had made a full recovery?,C,tensor(0.5034),"A woman does not make a full recovery. What would have happened if she had made a full recovery?
A. The woman would not have regained her strengths.
B. That is not possible.
C. The woman would have regained her strengths.
Answer:"
253,253,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not make a lot of money. What would have happened if she had made a lot of money?
A. She would have become poor.
B. That is not possible.
C. She would have become rich.
Answer:",What would have happened if she had made a lot of money?,C,tensor(0.5234),"A woman does not make a lot of money. What would have happened if she had made a lot of money?
A. She would have become poor.
B. That is not possible.
C. She would have become rich.
Answer:"
254,254,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not make matters worse. What would have happened if she did?
A. A crisis would have developed.
B. A crisis would have been prevented.
C. That is not possible.
Answer:",What would have happened if she did?,A,tensor(0.4420),"A woman does not make matters worse. What would have happened if she did?
A. A crisis would have developed.
B. A crisis would have been prevented.
C. That is not possible.
Answer:"
255,255,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not make arrangements for her friends. What would have happened if she had made arrangements for her friends?
A. The woman would have helped her friends.
B. The woman would not have helped her friends.
C. That is not possible.
Answer:",What would have happened if she had made arrangements for her friends?,A,tensor(0.4782),"A woman does not make arrangements for her friends. What would have happened if she had made arrangements for her friends?
A. The woman would have helped her friends.
B. The woman would not have helped her friends.
C. That is not possible.
Answer:"
256,256,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman makes some friends. What would have happened if she had made more friends?
A. The woman would not have been happier.
B. That is not possible.
C. The woman would have been happier.
Answer:",What would have happened if she had made more friends?,C,tensor(0.5180),"A woman makes some friends. What would have happened if she had made more friends?
A. The woman would not have been happier.
B. That is not possible.
C. The woman would have been happier.
Answer:"
257,257,"A feather falls from a skyscraper. What would have happened if a computer had fallen from the skyscraper?
A. The computer would have remained intact.
B. That is not possible.
C. The computer would have been crushed.
Answer: C

A lightning hits a tree. What would have happened if a marble would have hit the tree?
A. It would have burned down.
B. Nothing special would have happened.
C. The tree would have kissed the lightning.
Answer: B

A man drinks a beer. What would have happened if the man had drunk a rainbow?
A. It would have been tasty.
B. It would have been awful.
C. That is not possible.
Answer: C

A woman does not meet some friends. What would have happened if she had met some friends?
A. The woman would have had to have a conversation.
B. That is not possible.
C. The woman would not have had to have a conversation.
Answer:",What would have happened if she had met some friends?,A,tensor(0.4957),"A woman does not meet some friends. What would have happened if she had met some friends?
A. The woman would have had to have a conversation.
B. That is not possible.
C. The woman would not have had to have a conversation.
Answer:"
